Webbadress,Svarskod,Fel i Google Nyheter,Upptäcktes,Kategori,Plattform,Genomsöktes senast
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981210.txt,404,,2018-12-08,Hittades inte,Smartphone,2018-12-08
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980715.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970521.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971203.txt,404,,2018-12-07,Hittades inte,Smartphone,2018-12-07
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971223.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/content/flash/cionline_2012-11-11_c/e-learning_ltd/base.swf,404,,2018-11-07,Hittades inte,Smartphone,2018-11-07
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970820.txt,404,,2018-11-03,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970404.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970806.txt,404,,2018-11-02,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/content/seb_lt/Source_v2/51aaa.html,404,,2018-11-17,Hittades inte,Smartphone,2018-11-20
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981002.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970610.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970218.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970221.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981008.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981015.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/privat/spara-och-placera/spara-i-fonder/vi-byter-system-for-fondhandel,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971208.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970625.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980729.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/content/flash/cionline_2012-11-11_c/e-learning_ltd/content/payments/base.swf,404,,2018-11-07,Hittades inte,Smartphone,2018-11-07
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980722.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980701.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970205.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/content/seb_lt/Source_v2/48bb1.html,404,,2018-12-07,Hittades inte,Smartphone,2018-12-07
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970401.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970227.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970424.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981019.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980730.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981016.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981021.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970206.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980717.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970526.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981005.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970212.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970226.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970821.txt,404,,2018-11-03,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980703.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970403.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970418.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970203.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970509.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/content/seb_lt/vbm2/demo/40.html,404,,2018-11-19,Hittades inte,Smartphone,2018-11-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981022.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970822.txt,404,,2018-11-03,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981218.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/content/seb_fi/SEB_Puolivuosikatsaus_Suomi/data/data.xml,404,,2018-12-18,Hittades inte,Smartphone,2018-12-18
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970220.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970228.txt,404,,2018-11-14,Hittades inte,Smartphone,2018-11-14
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970815.txt,404,,2018-11-03,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981020.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970428.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981014.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981006.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981001.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970213.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981009.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970217.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980713.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980728.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970219.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970210.txt,404,,2018-11-14,Hittades inte,Smartphone,2018-11-14
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971210.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981023.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970225.txt,404,,2018-11-14,Hittades inte,Smartphone,2018-11-14
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970612.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970627.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981026.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970224.txt,404,,2018-11-13,Hittades inte,Smartphone,2018-11-13
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980714.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970207.txt,404,,2018-11-14,Hittades inte,Smartphone,2018-11-14
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980723.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/apps/Valutakurser/avista_tot.asp..,404,,2018-12-31,Hittades inte,Smartphone,2018-12-31
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970922.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971218.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970214.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980708.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970930.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970918.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980716.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981013.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981030.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970901.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970903.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980727.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970605.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981012.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970910.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981027.txt,404,,2018-12-16,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970804.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970305.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970829.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970812.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970825.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970407.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970423.txt,404,,2018-12-12,Hittades inte,Smartphone,2018-12-12
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970325.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/content/seb_fi/SEB_Suomi/data/data.xml,404,,2018-11-07,Hittades inte,Smartphone,2018-11-07
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970808.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981202.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970818.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970814.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970415.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970828.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970807.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970303.txt,404,,2018-11-06,Hittades inte,Smartphone,2018-11-06
https://seb.se/pow/content/Seb_fi/SEB_vuosikatsaus_Swe/data/data.xml,404,,2018-11-24,Hittades inte,Smartphone,2018-11-24
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970613.txt,404,,2018-12-02,Hittades inte,Smartphone,2018-12-02
https://seb.se/pow/content/tryggliv/extranet/commonfile/top.htm,404,,2018-11-03,Hittades inte,Smartphone,2018-11-03
https://seb.se/pow/content/seb_lt/Source_v2/68a1.html,404,,2018-11-03,Hittades inte,Smartphone,2018-11-03
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970313.txt,404,,2018-11-03,Hittades inte,Smartphone,2018-11-03
https://seb.se/pow/content/Seb_fi/SEB_Puolivuosikatsaus_Suomi/data/data.xml,404,,2018-11-03,Hittades inte,Smartphone,2018-11-03
https://seb.se/foretag/bli-foretagskund-3?icmp=sebses_bliftgkund_ad_b1_bliforetagskund,404,,2018-11-03,Hittades inte,Smartphone,2018-11-04
https://seb.se/sv/seb-story/seb-pa-plats-i-almedalen/6-juli,404,,2018-09-09,Hittades inte,Smartphone,2018-12-01
https://seb.se/pow/wcp/templates/menu.cfmc.asp?nuid=DUID_91661B9FBE0CE513C1256D7F0042287A,404,,2018-11-04,Hittades inte,Smartphone,2018-11-04
https://seb.se/sv/om-seb/vilka-vi-ar/varfor-vi-finns-vision-och-varderingar,404,,2018-12-03,Hittades inte,Smartphone,2018-12-03
https://seb.se/pow/wcp/templates/menu.cfmc.asp?nuid=DUID_32C8F45798A7E549C1256D7F0035359A,404,,2018-11-03,Hittades inte,Smartphone,2018-11-03
https://seb.se/pow/content/seb_lt/Source_v2/53.html,404,,2018-12-06,Hittades inte,Smartphone,2018-12-06
https://seb.se/pow/content/seb_lt/Source_v2/65.html,404,,2018-12-06,Hittades inte,Smartphone,2018-12-06
https://seb.se/pow/content/seb_lt/Source_v2/52.html,404,,2018-12-06,Hittades inte,Smartphone,2018-12-06
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?duid=DUID_931998DD52F401E5C12572B10044328D&xsl=se&sitekey=seb.se&ejnynav=1,404,,2018-11-04,Hittades inte,Smartphone,2018-11-04
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?duid=DUID_9A641FAD594B6BFEC12572BC003D1EB9&xsl=se&sitekey=seb.se&ejnynav=1,404,,2018-11-04,Hittades inte,Smartphone,2018-11-04
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?duid=DUID_15ECA9989B912651C12572B100447E3E&xsl=se&sitekey=seb.se&ejnynav=1,404,,2018-11-30,Hittades inte,Smartphone,2018-11-30
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?duid=DUID_FD2B06599BA5597AC12572BC003D4E44&xsl=se&sitekey=seb.se&ejnynav=1,404,,2018-11-30,Hittades inte,Smartphone,2018-11-30
https://seb.se/sv/investor-relations/rapporter-och-presentationer/presentationer,404,,2018-12-04,Hittades inte,Smartphone,2018-12-04
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?duid=DUID_7A083A9F4C3DC09AC12572B4002D253C&xsl=se&sitekey=seb.se&ejnynav=1,404,,2018-11-30,Hittades inte,Smartphone,2018-11-30
https://seb.se/sv/om-seb/har-finns-vi/internationella-natverket,404,,2018-12-02,Hittades inte,Smartphone,2018-12-02
https://seb.se/pow/content/seb_lt/Source_v2/68a3.html,404,,2018-12-07,Hittades inte,Smartphone,2018-12-07
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970429.txt,404,,2018-10-29,Hittades inte,Smartphone,2018-12-17
https://seb.se/sv/investor-relations/finansiell-statistik/g-sib-indikatorer,404,,2018-09-10,Hittades inte,Smartphone,2018-12-03
https://seb.se/sv/investor-relations/aktien/aktiegraf,404,,2018-11-27,Hittades inte,Smartphone,2018-11-27
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?DUID=DUID_3281731D2DE071F1C12578B8003C620D&sitekey=GBG_SE&lang=se,404,,2018-02-11,Hittades inte,Smartphone,2018-12-06
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970902.txt,404,,2018-09-21,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981201.txt,404,,2018-09-10,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981216.txt,404,,2018-09-10,Hittades inte,Smartphone,2018-12-08
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970630.txt,404,,2018-09-14,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980915.txt,404,,2018-10-07,Hittades inte,Smartphone,2018-12-11
https://seb.se/bors-och-,404,,2018-09-12,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/apps/BeraknaAvdrag/Avdragsutrymme_rsl.asp,404,,2018-12-01,Hittades inte,Smartphone,2018-12-01
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971113.txt,404,,2018-09-21,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971124.txt,404,,2018-09-23,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19971127.txt,404,,2018-09-23,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970908.txt,404,,2018-09-21,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970529.txt,404,,2018-10-03,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970929.txt,404,,2018-09-22,Hittades inte,Smartphone,2018-12-09
https://seb.se/sv/investor-relations/finansiell-statistik/finansiell-statistik-divisioner,404,,2018-09-18,Hittades inte,Smartphone,2018-12-07
https://seb.se/sv/karriar/nyexaminerade-och-studenter/internationellt-traineeprogram,404,,2018-09-10,Hittades inte,Smartphone,2018-12-05
https://seb.se/pow/fmk/2500/portfoljer/v_SEBA-OSJO.pdf,404,,2018-09-23,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980709.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980414.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/BorsFinans/ETF/Certifikat/SV_Certifikat_20170621.pdf,404,,2018-09-30,Hittades inte,Smartphone,2018-12-22
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980129.txt,404,,2018-10-08,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981203.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970422.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970514.txt,404,,2018-12-19,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980908.txt,404,,2018-10-07,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980917.txt,404,,2018-10-07,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980909.txt,404,,2018-10-07,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980925.txt,404,,2018-10-07,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970530.txt,404,,2018-10-03,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970522.txt,404,,2018-10-03,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970505.txt,404,,2018-10-03,Hittades inte,Smartphone,2018-12-08
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980417.txt,404,,2018-12-18,Hittades inte,Smartphone,2018-12-18
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981028.txt,404,,2018-12-17,Hittades inte,Smartphone,2018-12-17
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970513.txt,404,,2018-10-03,Hittades inte,Smartphone,2018-12-07
https://seb.se/pow/fmk/2500/fp_eng/FP_SEB_Fund_1,404,,2018-10-07,Hittades inte,Smartphone,2018-12-05
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970425.txt,404,,2018-10-29,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/content/seb_lt/vbm2/demo/59.html,404,,2018-11-17,Hittades inte,Smartphone,2018-11-17
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-BIOLA.pdf,404,,2018-09-10,Hittades inte,Smartphone,2018-12-30
https://seb.se/pow/BorsFinans/ETF/Certifikat/CERTIFIKAT_EL_2016-01-14.pdf,404,,2018-09-11,Hittades inte,Smartphone,2018-12-31
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-NOAMCLA.pdf,404,,2018-09-12,Hittades inte,Smartphone,2018-12-31
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970402.txt,404,,2018-12-11,Hittades inte,Smartphone,2018-12-11
https://seb.se/pow/wcp/templates/sebarticle.cfmc.asp?DUID=DUID_3F7090ABD6466D06C12579580047493A&xsl=sebarticle.xsl&controlleraction=&lang=se&t=welcome,404,,2018-01-28,Hittades inte,Smartphone,2018-12-15
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-MED.pdf,404,,2018-11-21,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/BorsFinans/ETF/Certifikat/EL_S_20130924.pdf,404,,2018-09-23,Hittades inte,Smartphone,2018-12-31
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980710.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981207.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/BorsFinans/ETF/Certifikat/Kaffe_palladium_socker_2013-01-28.pdf,404,,2018-09-25,Hittades inte,Smartphone,2018-12-29
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981211.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/fonder/Kurser/txtfil_hist/19980420.txt,404,,2018-12-10,Hittades inte,Smartphone,2018-12-10
https://seb.se/sv/press/bilder/landschefer/mark-luscombe,404,,2018-12-08,Hittades inte,Smartphone,2018-12-08
https://seb.se/pow/BorsFinans/ETF/Certifikat/BULLBEAR_RAVAROR_2016-02-18.pdf,404,,2018-09-24,Hittades inte,Smartphone,2018-12-25
https://seb.se/pow/BorsFinans/ETF/Certifikat/BULL_GULD_X4_S_20120316.pdf,404,,2018-09-21,Hittades inte,Smartphone,2018-12-22
https://seb.se/pow/BorsFinans/ETF/Certifikat/BULL_SILVER_X4_S_20120827.pdf,404,,2018-09-24,Hittades inte,Smartphone,2018-12-25
https://seb.se/pow/BorsFinans/ETF/Certifikat/GULD_S_20120307.pdf,404,,2018-09-21,Hittades inte,Smartphone,2018-12-21
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-RYSS.pdf,404,,2018-09-08,Hittades inte,Smartphone,2018-12-19
https://seb.se/pow/BorsFinans/ETF/Certifikat/Majs_natgas_raps_soja_2012-12-12.pdf,404,,2018-09-24,Hittades inte,Smartphone,2018-12-27
https://seb.se/pow/BorsFinans/ETF/Certifikat/BULL_GULD_X2_S_20120827.pdf,404,,2018-09-24,Hittades inte,Smartphone,2018-12-22
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-NORD.pdf,404,,2018-09-07,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/BorsFinans/ETF/Certifikat/BEAR_GULD_X4_S_20120316.pdf,404,,2018-09-24,Hittades inte,Smartphone,2018-12-22
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970606.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970421.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970912.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/BorsFinans/ETF/Certifikat/BEAR_GULD_X2_S_20120827.pdf,404,,2018-09-29,Hittades inte,Smartphone,2018-12-24
https://seb.se/pow/fonder/Kurser/txtfil_hist/19981209.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970416.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970616.txt,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-EMER.pdf,404,,2018-12-09,Hittades inte,Smartphone,2018-12-09
https://seb.se/pow/BorsFinans/ETF/Certifikat/KAKAO_S_20120307.pdf,404,,2018-09-27,Hittades inte,Smartphone,2018-12-21
https://seb.se/pow/BorsFinans/ETF/Certifikat/SHORT_MAJS_A_S_20120307.pdf,404,,2018-09-29,Hittades inte,Smartphone,2018-12-22
https://seb.se/pow/fonder/Kurser/txtfil_hist/19970623.txt,404,,2018-12-08,Hittades inte,Smartphone,2018-12-08
https://seb.se/pow/BorsFinans/ETF/Certifikat/SOCKER_S_20120307.pdf,404,,2018-09-30,Hittades inte,Smartphone,2018-12-21
https://seb.se/pow/fmk/2500/portfoljer/v_SEB-ULLA.pdf,404,,2018-09-22,Hittades inte,Smartphone,2018-12-10
https://seb.se/pow/BorsFinans/ETF/Certifikat/CERTIFIKAT_SEKTORINDEX_2014-11-25.pdf,404,,2018-09-26,Hittades inte,Smartphone,2018-12-16
https://seb.se/pow/BorsFinans/ETF/Certifikat/CERTIFIKAT_OLJA_2016-01-14.pdf,404,,2018-10-03,Hittades inte,Smartphone,2018-12-20
