Målsida,Interna länkar
https://www.indutrade.com/press/press-releases/2007/indutrade-acquires-another-company-in-finland/,14
https://www.indutrade.com/press/press-releases/2006/indutrade-enters-new-technology-area-with-acquisition-of-spinova-ab/,14
https://www.indutrade.com/press/press-releases/2005/indutrade-acquires-finnish-technology-sales-company-puwimex-oy/,14
https://www.indutrade.com/press/press-releases/2006/indutrade-acquires-swedish-technology-company-gedevelop-ab/,14
https://www.indutrade.com/press/press-releases/2003/indutrade-acquires-finnish-company-kontram/,13
https://www.indutrade.com/press/press-releases/2006/annual-report-2005/,13
https://www.indutrade.com/press/press-releases/2005/indutrade-acquires-swedish-technology-sales-company-saniflex-ab-new-cfo-appointed-at-indutrade/,13
https://www.indutrade.com/press/press-releases/2009/indutrade-acquires-pump-manufacturer/,13
https://www.indutrade.com/press/press-releases/2006/indutrade-acquires-swedish-pump-company-robota-ab/,13
https://www.indutrade.com/press/press-releases/2007/indutrade-expands-in-the-netherlands-through-acquisition-of-technology-sales-company-ammertech-b.v.-in-helmond/,13
https://www.indutrade.com/press/press-releases/2007/indutrade-acquires-swedish-measuring-business-from-flowserve-corporation/,12
https://www.indutrade.com/press/press-releases/2010/indutrade-acquires-total-supplier-of-industrial-valves/,12
https://www.indutrade.com/press/press-releases/2007/indutrade-expands-in-norway-through-acquisition-of-sigurd-sorum-as/,12
https://www.indutrade.com/press/press-releases/2010/indutrade-acquires-flowtech-finland-oy/,11
https://www.indutrade.com/press/press-releases/2010/indutrade-acquires-med-tech-company-in-poland/,11
https://www.indutrade.com/press/press-releases/2008/indutrade-subsidiary-g-a-lindberg-chemtech-initiates-co-operation-with-exxonmobil/,11
https://www.indutrade.com/press/press-releases/2007/indutrade-acquires-aluflex-system-ab-in-helsingborg/,11
https://www.indutrade.com/press/press-releases/2010/indutrade-acquires-norwegian-filtration-technology-group/,11
https://www.indutrade.com/press/press-releases/2011/indutrade-acquires-dantherm-filtration-oy/,11
https://www.indutrade.com/press/press-releases/2010/indutrade-makes-strategic-acquisition-in-switzerland/,10
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-brittish-company-in-filtration-technology/,10
https://www.indutrade.com/press/press-releases/2008/indutrade-acquires-kabetex-ab-in-kinna-sweden/,10
https://www.indutrade.com/press/press-releases/2011/indutrade-acquires-alcatraz-interlocks-bv-in-the-netherlands/,10
https://www.indutrade.com/press/press-releases/2014/indutrade-acquires-packaging-specialist-in-belgium/,9
https://www.indutrade.com/press/press-releases/2010/indutrades-eighth-acquisition-this-year.-turnover-in-the-companies-acquired-in-2010-totals-about-sek-1-billion/,9
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-sepab-fordonsprodukter-ab/,9
https://www.indutrade.com/press/press-releases/2015/correction-of-notice-of-2015-annual-general-meeting/,9
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-dutch-company-cepro-international-bv/,9
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-geomek-ab/,9
https://career.indutrade.com/people/288325-patrik-johnson,9
https://career.indutrade.com/people/288328-jonas-halvord,9
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-milltech-precision-engineering-ltd/,9
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-danish-combilent-as/,9
https://www.indutrade.com/press/press-releases/2014/indutrade-acquires-winab/,8
https://www.indutrade.com/press/press-releases/2011/indutrade-acquires-ag-johansson-metallfabrik-in-sweden/,8
https://www.indutrade.com/press/press-releases/2009/indutrade-acquires-automation-business/,8
https://www.indutrade.com/press/press-releases/2015/indutrade-continues-acquiring-in-the-uk/,8
https://career.indutrade.com/people/198626-frida-adrian,8
https://www.indutrade.com/press/press-releases/2011/indutrade-strengthens-its-position-in-medical-technology/,8
https://www.indutrade.com/press/press-releases/2014/indutrade-expands-in-austria/,8
https://www.indutrade.com/press/press-releases/2011/indutrade-acquires-torell-pump-sweden/,8
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-relekta-group-in-norway/,7
https://www.indutrade.com/press/press-releases/2014/indutrade-acquires-manufacturer-of-industrial-springs-in-the-uk/,7
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-scanmaskin-group-sweden/,7
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-sunflower-medical-ltd/,7
https://www.indutrade.com/press/press-releases/2018/interim-report-second-quarter-and-first-half-of-2018/,7
https://www.indutrade.com/press/press-releases/2017/change-of-cfo-at-indutrade-ab/,7
https://www.indutrade.com/press/press-releases/2013/indutrade-acquires-uk-manufacturer-of-plastic-ventilation-products/,7
https://www.indutrade.com/press/press-releases/2014/indutrade-continues-acquiring-in-the-uk/,7
https://www.indutrade.com/press/press-releases/2014/indutrade-acquires-gelins-kgk-ab/,7
https://www.indutrade.com/press/press-releases/2014/indutrade-acquires-alh-systems-ltd-in-the-uk/,7
https://career.indutrade.com/people/198625-asa-wirsenius,7
https://www.indutrade.com/press/press-releases/2011/indutrade-acquires-electronics-company/,7
https://www.indutrade.com/press/press-releases/2014/indutrade-expanding-in-the-uk-with-the-acquisition-of-crp/,6
https://www.indutrade.com/press/press-releases/2012/indutrade-acquires-nolek/,6
https://www.indutrade.com/press/press-releases/2017/the-nomination-committees-proposal-for-board-of-directors-of-indutrade-ab-for-the-2018-annual-general-meeting/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-establishes-new-business-areas-and-strengthens-group-management/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-recruits-head-of-communication/,6
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-professional-parts-sweden-ab/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-elma-instruments-in-denmark/,6
https://www.indutrade.com/press/press-releases/2016/new-president-and-ceo-appointed-at-indutrade-ab/,6
https://www.indutrade.com/press/press-releases/2012/indutrade-strengthens-its-position-in-waterwastewater-technology/,6
https://www.indutrade.com/press/press-releases/2014/indutrade-makes-fifth-acquisition-in-the-uk-for-this-year/,6
https://www.indutrade.com/press/press-releases/2017/indutrades-acquisition-of-inovatools-group-completed/,6
https://www.indutrade.com/press/press-releases/2012/indutrade-acquires-norwegian-company-in-oil-and-gas-industry/,6
https://www.indutrade.com/press/press-releases/2018/indutrade-issues-a-bond-loan-of-sek-500-million/,6
https://www.indutrade.com/press/press-releases/2012/indutrade-acquires-manufacturer-of-industrial-labels/,6
https://www.indutrade.com/press/press-releases/2012/indutrade-acquires-hydnet-ab/,6
https://www.indutrade.com/press/press-releases/2017/patrik-johnson-appointed-as-new-cfo-of-indutrade/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-ellard-ltd/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-inovatools-group/,6
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-dutch-supplier-of-hydraulic-components/,6
https://www.indutrade.com/press/press-releases/2018/indutrade-acquires-norsecraft-tec-as-in-norway/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-dutch-sensor-manufacturer/,6
https://www.indutrade.com/press/press-releases/2016/indutrades-acquisition-of-crysberg-as-completed/,6
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-alphr-technology-ltd/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-turenfabrik-safenwil-ag-in-switzerland/,6
https://www.indutrade.com/investor-relations/Reports/2019/interim-report-second-quarter-and-first-half-of-2019/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-recruits-new-head-of-acquisitions-and-business-development/,6
https://www.indutrade.com/press/press-releases/2017/indutrade-consolidates-and-restructures-operations-in-the-sander-meson-group/,5
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-manufacturer-of-tube-components-in-the-netherlands/,5
https://www.indutrade.com/investor-relations/Reports/2019/interim-report-1-january-31-march-2019/,5
https://www.indutrade.com/press/press-releases/2018/indutrades-capital-markets-day-2018/,5
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-young-black-ltd/,5
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-dutch-company-tradinco-instruments/,5
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-beldam-crossley-ltd/,5
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-wennerstrom-ljuskontroll-ab/,5
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-proflex-as-in-norway/,5
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-the-dutch-sensor-manufacturer-leiderdorp-instruments/,5
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-vacuum-engineering-services-ltd-uk/,5
https://www.indutrade.com/press/press-releases/2015/indutrade-acquires-trelawny-spt-ltd/,5
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-klokkerholm-karosseridele-as/,5
https://www.indutrade.com/press/press-releases/2018/asa-wirsenius-appointed-as-group-hr-and-changes-in-indutrades-group-management/,5
https://www.indutrade.com/press/press-releases/2017/indutrade-acquires-maxxvision-in-germany/,5
https://www.indutrade.com/press/press-releases/2012/indutrade-acquires-norwegian-company-in-oil-and-gas-industry1/,5
https://www.indutrade.com/press/press-releases/2018/indutrade-acquires-dutch-company-zijtveld-grijpers/,5
https://www.indutrade.com/press/press-releases/2018/indutrade-acquires-txrx-a-leading-company-within-professional-mobile-radio-systems/,5
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-specialist-supplier-of-glass-system-partition-walls/,5
https://www.indutrade.com/press/press-releases/2017/indutrades-acquisition-of-young-black-ltd-completed/,5
https://www.indutrade.com/press/press-releases/2018/invitation-to-indutrades-capital-markets-day-2018/,5
https://www.indutrade.com/press/press-releases/2017/publication-of-indutrades-annual-report-2016/,5
https://www.indutrade.com/press/press-releases/2016/indutrade-signs-agreement-to-acquire-crysberg-as/,5
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-fluid-controls-ltd/,5
https://www.indutrade.com/press/press-releases/2019/invitation-to-webcast-in-conjunction-with-indutrades-year-end-report-2018/,4
https://career.indutrade.com/people/288237-joakim-skantze,4
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-norwegian-supplier-of-industrial-tools/,4
https://www.indutrade.com/press/press-releases/2019/invitation-to-indutrades-q3-2019-webcast/,4
https://www.indutrade.com/press/press-releases/2018/interim-report-fourth-quarter-and-year-end-report-1-january-31-december-2017/,4
https://www.indutrade.com/globalassets/investor-relations/reports/2017/indutrade-annual-report-2017.pdf,4
https://career.indutrade.com/people/288314-morgan-o-brien,4
https://www.indutrade.com/press/press-releases/2019/interim-report1-january-30-september-2019/,4
https://www.indutrade.com/press/press-releases/2018/notice-of-2018-annual-general-meeting/,4
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-ka-olsson-gems-ab/,4
https://www.indutrade.com/press/press-releases/2019/the-nomination-committees-proposal-for-board-of-directors-of-indutrade-ab-for-the-2019-annual-general-meeting/,4
https://www.indutrade.com/press/press-releases/2018/invitation-to-webcast-in-conjunction-with-indutrades-year-end-report-2017/,4
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-danish-sensor-manufacturer/,4
https://www.indutrade.com/press/press-releases/2018/publication-of-indutrades-annual-report-2017/,4
https://www.indutrade.com/press/press-releases/2016/indutrade-acquires-dutch-distributor-of-fasteners/,4
https://www.indutrade.com/press/press-releases/2018/change-in-number-of-shares-and-votes-in-indutrade-ab-publ/,4
https://www.indutrade.com/investor-relations/Reports/2018/publication-of-indutrades-2018-annual-report-and-sustainability-report/,4
https://www.indutrade.com/press/press-releases/2018/indutrades-annual-general-meeting-2018/,4
https://www.indutrade.com/press/press-releases/2018/invitation-to-webcast-in-conjunction-with-indutrades-interim-report-januarymarch-2018/,3
https://www.indutrade.com/press/press-releases/2018/indutrade-acquires-british-precision-uk-ltd/,3
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-swedish-lighting-company-strihl/,3
https://www.indutrade.com/investor-relations/Reports/2019/interim-report1-january-30-september-2019/,3
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-finkova-finish-supplier-of-industrial-valves/,3
https://www.indutrade.com/press/press-releases/2018/indutrade-acquires-nrg-automation-ltd-in-uk-a-specialist-supplier-of-automatic-entrance-solutions/,3
https://www.indutrade.com/press/press-releases/2018/indutrade-acquires-temperature-sensor-manufacturer-in-the-netherlands/,3
https://www.indutrade.com/press/press-releases/2019/interim-report-second-quarter-and-first-half-of-2019/,3
https://www.indutrade.com/globalassets/investor-relations/reports/2016/indutrade-annual-report-2016,3
https://www.indutrade.com/indutrade/,3
https://www.indutrade.com/press/press-releases/2018/indutrade-increases-target-for-ebita-margin/,3
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-norwegian-instrument-company/,3
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-natgraph-leader-in-advanced-drying-technology/,3
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-welding-product-supplier/,3
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-dutch-sensor-groep/,3
https://www.indutrade.com/press/press-releases/2019/interim-report-and-year-end-report/,3
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/eng_broschyr_170220_web.pdf,2
https://www.indutrade.com/press/press-releases/2019/invitation-to-webcast-in-conjunction-with-indutrades-interim-report-january-june-2019/,2
https://www.indutrade.com/press/press-releases/2019/publication-of-indutrades-2018-annual-report-and-sustainability-report/,2
https://www.indutrade.com/contentassets/0601040b19c14cf69196fd632a3bbdb5/notice-to-indutrade-abs-agm-2019.pdf,2
https://www.indutrade.com/press/press-releases/2019/indutrade-signs-un-global-compact-ungc/,2
https://www.indutrade.com/offices/indutrade-switzerland-ag/,2
https://www.indutrade.com/globalassets/cision/documents/2019/20190704-indutrade-acquires-natgraph-leader-in-advanced-drying-technology-en-0-3356533.pdf,2
https://www.indutrade.com/press/press-releases/2019/indutrade-issues-a-bond-loan-of-sek-500-million/,2
https://www.indutrade.com/globalassets/cision/documents/2018/delarsrapport-q4-eng.pdf,1
https://www.indutrade.com/globalassets/om-indutrade/arsstamma/2017/boards-proposal-on-resolution-to-implement-lti-2017.pdf,1
https://www.indutrade.com/investor-relations/Reports/2016/publication-of-indutrades-annual-report-2016/,1
https://www.indutrade.com/investor-relations/Reports/2018/interim-report-second-quarter-and-first-half-of-2018/,1
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/eng_fb_140218_web.pdf,1
https://www.indutrade.com/investor-relations/Reports/2018/interim-report-1-january-30-september-2018/,1
https://www.indutrade.com/globalassets/investerar-relationer/presentationer/q3-2019-webcast-final_v3.pdf,1
https://www.indutrade.com/investor-relations/Reports/2008/annual-report-2008/,1
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/broschyr_eng-2012.pdf,1
https://www.indutrade.com/globalassets/om-indutrade/arsstamma/2017/detailed-terms-and-conditions-series-i.pdf,1
https://www.indutrade.com/investor-relations/Reports/2018/interim-report-and-year-end-report/,1
https://www.indutrade.com/globalassets/om-indutrade/arsstamma/2017/detailed-terms-and-conditions-series-ii.pdf,1
https://www.indutrade.com/investor-relations/Reports/2005/annual-report-2005/,1
https://www.indutrade.com/globalassets/om-indutrade/arsstamma/2017/boards-proposal-on-guidelines-for-compensation-for-senior-executives.pdf,1
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-farber-schmid-ag-in-switzerland/,1
https://www.indutrade.com/press/?t=1&page=5&year=2147483647,1
https://www.indutrade.com/globalassets/cision/documents/2017/20171206-indutrade-consolidates-and-restructures-operations-in-the-sander-meson-group-en-0-2756300.pdf,1
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/eng_broschyr_150220_web.pdf,1
https://www.indutrade.com/investor-relations/Reports/2012/publication-of-indutrades-annual-report-2012/,1
https://www.indutrade.com/investor-relations/Calendar/telefonkonferenswebcast/,1
https://www.indutrade.com/globalassets/hallbarhet/indutrade-tax-policy_adopted_171205.pdf,1
https://www.indutrade.com/contentassets/0601040b19c14cf69196fd632a3bbdb5/proposed-distribution-of-earnings-2019.pdf,1
https://www.indutrade.com/investor-relations/Reports/2007/interim-report-1-january30-september-2007/,1
https://www.indutrade.com/investor-relations/Reports/2007/annual-report-2007/,1
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/broschyr-eng-2010.pdf,1
https://www.indutrade.com/globalassets/about-indutrade/corporate-governance/notice-to-the-agm-2018.pdf,1
https://www.indutrade.com/offices/indutrade-ab/,1
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-dutch-company-qbiq-group/,1
https://www.indutrade.com/contentassets/0601040b19c14cf69196fd632a3bbdb5/presentation-of-proposed-directors-2019.pdf,1
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-leading-provider-of-professional-balances-and-scales/,1
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-the-swedish-company-starke-arvid/,1
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/eng_broschyr_190320_webb.pdf,1
https://www.indutrade.com/globalassets/about-indutrade/company-brochure/120222indutradefp_eng.pdf,1
https://www.indutrade.com/investor-relations/Reports/2009/annual-report-2009/,1
https://www.indutrade.com/offices/indutrade-oy/,1
https://www.indutrade.com/globalassets/cision/documents/2017/20171211-the-nomination-committees-proposal-for-board-of-directors-of-indutrade-ab-for-the-2018-annual-general-meeting-en-0-2760264.pdf,1
https://www.indutrade.com/press/press-releases/2019/indutrades-annual-general-meeting-2019/,1
https://www.indutrade.com/press/press-releases/2019/indutrade-acquires-torque-shaft-power-measurement-specialist/,1
https://www.indutrade.com/investor-relations/Reports/2004/prospectus-to-acquire-shares-in-indutrade-ab/,1
https://www.indutrade.com/investor-relations/Reports/2017/publication-of-indutrades-annual-report-2017/,1
https://www.indutrade.com/contentassets/0601040b19c14cf69196fd632a3bbdb5/report-on-the-evaluation-of-renumeration-2018.pdf,1
https://www.indutrade.com/investor-relations/Reports/2015/publication-of-indutrades-annual-report-2015/,1
https://www.indutrade.com/press/press-releases/2019/interim-report-1-january-31-march-2019/,1
